Description of Methods,Sheet,Category,Keyword/Phrase,Usage Context,Component,Explanation and Sources,Username,Strong Bias,Contextual Bias,Technical Terms,Edit Types,Total Edits,Sample Comments,Bias Ratio,Technical Ratio,Ratio Definitions,Unnamed: 10,Unnamed: 11,Policy Recommendation,Rationale,Technical Challenge,Implementation Ideas,Est. Expected Impact,Est. Timeline,Metric,Value,Registration Date,Total Edit Count,User Groups,Recent Topics,Registration Year,Registration Month,Factor,Anti-Israel/Pro Palestine Bias,Anti-American Bias,High Bias Users (27 total identified) to https://en.wikipedia.org/wiki/South_Africa%27s_genocide_case_against_Israel:,timestamp,username,comment,content_length,strong_bias,contextual_bias,technical_terms,total_bias,edit_type,explicit_bias_flag,Factor demonstrating conservative approach/ undercounts of bias,Description of why approach is conservative in bias-detection,Bias Type Identified in Wikipedia Exposed by Analysis,Definition
,9.HighBias_Expression_Analysis,,,,,,Nableezy,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,,,,
,9.HighBias_Expression_Analysis,,,,,,Nsae Comp,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,
,9.HighBias_Expression_Analysis,,,,,,Paul Duffill,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,,,,
,9.HighBias_Expression_Analysis,,,,,,RMCD bot,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,
,9.HighBias_Expression_Analysis,,,,,,Staraction,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,
,9.HighBias_Expression_Analysis,,,,,,Starship.paint,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,
,10.SummaryFindingsHighBiasUsers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Full details including usernames, registration dates, edit counts, and user groups are in the ""High_Bias_Users"" tab",,,,,,,,,,,,,,
,10.SummaryFindingsHighBiasUsers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Average edit count is over 200,000, suggesting these are highly experienced Wikipedia editors",,,,,,,,,,,,,,
,10.SummaryFindingsHighBiasUsers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Common Indicia Analysis shows:,,,,,,,,,,,,,,
,10.SummaryFindingsHighBiasUsers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Most common Wikipedia registration year of high-bias contributor: 2006,,,,,,,,,,,,,,
,10.SummaryFindingsHighBiasUsers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Most common user groups: extended confirmed users and autoconfirmed status,,,,,,,,,,,,,,
,10.SummaryFindingsHighBiasUsers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average bias ratio: 0.497 (indicating consistent bias patterns),,,,,,,,,,,,,,
,10.SummaryFindingsHighBiasUsers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Most common topics include discussions about reliable sources and South Africa's genocide case,,,,,,,,,,,,,,
,10.SummaryFindingsHighBiasUsers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3. Bias Expression Analysis:,,,,,,,,,,,,,,
,10.SummaryFindingsHighBiasUsers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0% show clear anti-Israel/Palestine-related bias,,,,,,,,,,,,,,
,10.SummaryFindingsHighBiasUsers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4% show anti-American bias,,,,,,,,,,,,,,
,10.SummaryFindingsHighBiasUsers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The remaining bias is distributed across other topics/perspectives,,,,,,,,,,,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-30 12:51:20+00:00,Selfstudier,Filled in 5 bare reference(s) with reFill 2,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-30 12:49:11+00:00,Selfstudier,"/* top */ Per talk page discussion, add additional ref/quote, rm tag",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-30 00:08:04+00:00,AnomieBOT,Dating maintenance tags: {{Better source needed}},0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-29 23:46:46+00:00,XDanielx,Better source needed,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-28 19:44:43+00:00,JasonMacker,"/* Further submissions by South Africa and Israel */ add wikilink to the [[Memorial (law)]] article, as this term may be unfamiliar to legal non-experts",0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-28 19:00:10+00:00,JasonMacker,/* Further submissions by South Africa and Israel */  add access date for primary source,0.0,0.0,0.0,1.0,0.0,citation,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-28 18:59:16+00:00,JasonMacker,/* Further submissions by South Africa and Israel */ add secondary sources,0.0,0.0,0.0,1.0,0.0,citation,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-28 18:39:16+00:00,JasonMacker,"/* Further submissions by South Africa and Israel */  added ""the""",0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-28 18:38:55+00:00,JasonMacker,/* Further submissions by South Africa and Israel */ add a brief description of the memorial as explained in the source,0.0,0.0,0.0,1.0,0.0,citation,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-28 18:35:49+00:00,JasonMacker,"/* Further submissions by South Africa and Israel */ added South Africa's memorial, released today",0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-28 16:13:13+00:00,AnomieBOT,Dating maintenance tags: {{Cn}},0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-28 15:52:33+00:00,Smallangryplanet,/* Officials */  This source is [https://en.wikipedia.org/wiki/Wikipedia:Reliable_sources/Noticeboard#RFC_Jewish_Chronicle considered unreliable] about [[WP:PIA]] topics.,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-28 06:30:28+00:00,Filedelinkerbot,"Bot: Removing [[c:File:ICJ South Africa v. Israel (Genocide Convention).jpg]] , deleted by [[:C:User:Abzeronow|Abzeronow]] (per [[Commons:Commons:Deletion requests/File:ICJ South Africa v. Israel (Genocide Convention).jpg]]).",0.0,1.0,0.0,0.0,1.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-20 20:27:05+00:00,CarmenEsparzaAmoux,/* Following the provisional measures order */ amnesty,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-15 03:30:27+00:00,Bitspectator,/* See also */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-14 15:23:27+00:00,GOLDIEM J,Formal reference name in infobox rather than colloquial one,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-13 21:02:08+00:00,ShelfSkewed,/* Public opinion */ dab link,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-13 12:05:14+00:00,M.Bitton,Reverted 1 edit by [[Special:Contributions/Von de leorde|Von de leorde]] ([[User talk:Von de leorde|talk]]): I see that you changed your tune. Take it to the talk page and explain the difference between your two edit summaries,0.0,0.0,0.0,0.0,0.0,revert,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-13 07:28:13+00:00,Von de leorde,/* In support */I read the articles cited with China. None of them says that China has supported South Africa's ICJ case against Israel. China lauded the case after ICJ asked Israel to minimize civilian casualties in the ongoing Israel Palestine war.,0.0,0.0,0.0,0.0,0.0,citation,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-12 15:43:45+00:00,M.Bitton,"Reverted [[WP:AGF|good faith]] edits by [[Special:Contributions/Von de leorde|Von de leorde]] ([[User talk:Von de leorde|talk]]): Who said anyting about ""joining""?",0.0,0.0,0.0,0.0,0.0,revert,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-12 15:33:45+00:00,Von de leorde,/* In support */China hasn't joined South Africa's case in the ICJ. China only praised South Africa for taking Israel to the ICJ. There's a difference between lauding the case and joining the case,0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-12 15:19:35+00:00,Johnkatz1972,/* In support */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-11 04:51:06+00:00,WellThisIsTheReaper,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-10 21:17:56+00:00,Citation bot,"Add: pages, issue, volume, date. | [[:en:WP:UCB|Use this bot]]. [[:en:WP:DBUG|Report bugs]]. | Suggested by RafaelTLS | #UCB_webform",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-03 18:29:25+00:00,Nori2001,/* In support */ Date format fix.,0.0,0.0,0.0,0.0,0.0,maintenance,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-01 20:12:59+00:00,Bitspectator,/* Public opinion */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-01 20:12:23+00:00,Bitspectator,/* Public opinion */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-01 20:11:44+00:00,Bitspectator,/* Public opinion */ Per https://en.wikipedia.org/wiki/Talk:South_Africa%27s_genocide_case_against_Israel#Public_opinion,0.0,1.0,0.0,0.0,1.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-27 02:46:57+00:00,BappleBusiness,"Changing [[Wikipedia:Short description|short description]] from ""2023–2024 case at the International Court of Justice"" to ""Ongoing case at the International Court of Justice""",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-21 04:54:49+00:00,TommyGundam,/* Ruling on provisional measures */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-20 10:07:36+00:00,Stephan rostie,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-20 10:02:39+00:00,Stephan rostie,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-13 12:58:54+00:00,Pachu Kannan,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-13 12:27:02+00:00,Johnkatz1972,/* In support */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-11 03:30:22+00:00,Andrevan,[[WP:GUNREL]],0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-10 15:32:29+00:00,BangladeshiEditorInSylhet,/* top */Coma,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-09 23:30:34+00:00,Buidhe,Moving from [[Category:Genocide]] to [[Category:Genocide case law]] using [[c:Help:Cat-a-lot|Cat-a-lot]],0.0,1.0,0.0,0.0,1.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-08 19:59:08+00:00,JJMC89 bot III,Moving [[:Category:Israel and apartheid]] to [[:Category:Israeli apartheid]] per [[Wikipedia:Categories for discussion/Speedy]],0.0,1.0,0.0,0.0,1.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-26 18:06:16+00:00,David A,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-26 10:23:28+00:00,EthanRossie2000,Free Palestine. Israel is the enemy. They're committing genocide.,0.0,1.0,0.0,0.0,1.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-13 09:07:00+00:00,Citation bot,Added date. | [[:en:WP:UCB|Use this bot]]. [[:en:WP:DBUG|Report bugs]]. | Suggested by Abductive | #UCB_toolbar,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-07 14:07:28+00:00,Pachu Kannan,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-04 06:26:33+00:00,Buidhe,"/* Bibliography */ rm outdated, unsourced news/opinion pieces",0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-04 06:25:48+00:00,Buidhe,/* Bibliography */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-04 06:24:03+00:00,Buidhe,/* Bibliography */ +,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-24 14:55:22+00:00,Johnkatz1972,/* Further submissions by South Africa and Israel */,0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22 08:19:21+00:00,Mashaunix,"for completion and clarity, since both cases are ongoing",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-17 17:09:08+00:00,DaringDonna,added source,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-13 23:42:02+00:00,"TE(æ)A,ea.",Removing duplicate references to 26 January 2024 order; cleaning hyper-links in references; fixing reference errors,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-13 04:22:35+00:00,Citation bot,Altered title. | [[:en:WP:UCB|Use this bot]]. [[:en:WP:DBUG|Report bugs]]. | Suggested by Ainty Painty | [[Category:Israel–Hamas war]] | #UCB_Category 2/26,0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-06 22:08:23+00:00,BD2412,"Fixing [[Wikipedia:Disambiguation pages with links|links to disambiguation pages]] and other minor cleanup tasks, replaced: [[ABC News]] → [[ABC News (United States)|ABC News]]",0.0,0.0,0.0,0.0,0.0,maintenance,High Anti-US Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-06 14:43:48+00:00,Astropulse,why is alleged linking to Gaza genocide ?,0.0,1.0,0.0,0.0,1.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-06 11:59:24+00:00,Makeandtoss,grammar,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-06 03:06:52+00:00,Astropulse,this source are about appointing a judge to represent Israel - it does not say anything about whats said in this sentence,0.0,0.0,0.0,1.0,0.0,citation,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-05 19:35:34+00:00,Kinsio,move legal citation of case from body to reference footnote per [[Special:PermanentLink/1232757022#Does the lead section need to list the full official name of the case?|discussion on talk page]],0.0,0.0,0.0,2.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-05 07:26:00+00:00,Astropulse,removing about - it may not be proper to use it here,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-05 06:57:14+00:00,Kinsio,"ce ambiguously-worded sentence ""regarding Israel's conduct in the Gaza Strip during the Israel–Hamas war, which resulted in"" → ""regarding Israel's conduct in the Gaza Strip during the Israel–Hamas war resulting in"", expand wikilink to include all of ""a humanitarian crisis"" per [[MOS:LINKCLARITY]]",0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-05 06:48:36+00:00,Astropulse,typo,0.0,0.0,0.0,0.0,0.0,maintenance,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-05 06:18:30+00:00,Kinsio,"restore proper legal citation in first sentence: parentheses are unambiguously wrong and saying ""ICJ General List No."" works better with this wikilink because it makes the text ""ICJ General List"" link to the ICJ General List",0.0,0.0,0.0,1.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-04 22:03:09+00:00,Astropulse,fix typo,0.0,0.0,0.0,0.0,0.0,maintenance,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-04 22:00:38+00:00,Astropulse,added About,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-04 21:32:01+00:00,Astropulse,small change,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-04 21:07:20+00:00,Astropulse,slight improvements to opening para,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-04 16:03:22+00:00,Kinsio,"/* top */ add ""ICJ"" before ""General List"" for clarity, wikilink ""ICJ General List"" to [[List of International Court of Justice cases]]",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-04 13:10:18+00:00,Kinsio,"/* top */ remove sentence mentioning full name of case (most other articles about ICJ cases with very long full names do not do this) and place case name at beginning of opening sentence, per [[Talk:South Africa's genocide case against Israel#Does the lead section need to list the full official name of the case?|talk page discussion]]",0.0,1.0,0.0,0.0,1.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-04 10:21:54+00:00,Makeandtoss,I disagree with the recent changes to the opening paragraph which turned it more into a news article piece; but as middle ground I have restored the sentence regarding the humanitarian crisis and mass killings,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-04 06:57:19+00:00,David A,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-04 05:07:54+00:00,Astropulse,removing my change as per [[User:Kinsio]] feedback,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-04 05:01:03+00:00,David A,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-04 05:00:07+00:00,Astropulse,since the case is against Israel - replacing with more appropriate link and context,0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-04 04:48:24+00:00,Astropulse,removing bold. this is not that important. people dont really care about the full name of the case. why is this even in opening para?,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-04 03:58:07+00:00,Kinsio,"Undid revision [[Special:Diff/1232499483|1232499483]] by [[Special:Contributions/Gsgdd|Gsgdd]] ([[User talk:Gsgdd|talk]]): it's not distracting, it's essential information for the lead section of an article about a court case. and per [[MOS:INFOBOXPURPOSE]], infoboxes should not usually be the only place that information appears in the article",0.0,0.0,0.0,0.0,0.0,maintenance,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-04 01:43:32+00:00,Astropulse,official name is in infobox - need not be here. its distracting,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-04 01:42:02+00:00,Astropulse,linking,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-04 01:35:55+00:00,Astropulse,improve intro,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03 23:21:16+00:00,Astropulse,updating page name as per recent name change,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03 23:20:18+00:00,Astropulse,Undid revision [[Special:Diff/1232481970|1232481970]] by [[Special:Contributions/Gsgdd|Gsgdd]] ([[User talk:Gsgdd|talk]]),0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-03 23:19:53+00:00,Astropulse,article on gaza genocide is more appropriate here,0.0,1.0,0.0,0.0,1.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02 08:55:39+00:00,W. C. Minor,/* Israeli government position */ Ron Shapira,0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01 04:28:45+00:00,Professor Penguino,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-29 12:27:37+00:00,Durranistan,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-29 04:40:27+00:00,Johnkatz1972,/* In support */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-26 09:09:09+00:00,Citation bot,Altered title. | [[:en:WP:UCB|Use this bot]]. [[:en:WP:DBUG|Report bugs]]. | Suggested by Abductive | #UCB_webform 867/3850,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-26 07:12:13+00:00,Paul Duffill,copy edited the name of the external link to official web page of the case,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-23 10:51:40+00:00,Gazamp,/* In support */ +Cuba joining case,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21 09:41:50+00:00,Est. 2021,"[[WP:AWB/T|Typo fixing]], [[WP:AWB/T|typo(s) fixed]]: Convention → convention (3)",0.0,0.0,0.0,0.0,0.0,maintenance,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-17 14:21:00+00:00,Est. 2021,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-17 14:18:25+00:00,Citation bot,Altered title. Added date. | [[:en:WP:UCB|Use this bot]]. [[:en:WP:DBUG|Report bugs]]. | Suggested by Est. 2021 | #UCB_toolbar,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-13 00:54:54+00:00,WellThisIsTheReaper,"/* Following the provisional measures order */ incorporation UN report findings, impact",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
